id,text,label
98224,"Так же и тысячи лет назад, во времена древнего Рима, благовонная смола янтарными слезами искрилась на солнце, привлекая сюда и римлян, и греков, и египтян; они заполняли ею трюмы кораблей, и она по мере удаления от острова превращалась в золото.",0
98225,"При приеме новых сотрудников среди них было больше тех, кто уже успел поработать в нашей компании.  И они были рады новым знакомствам и встречам с нами"". 
 ""Мы очень довольны качеством обслуживания! - говорит генеральный директор ООО УКВ-Сталь"" Владимир Шаповалов, – мы работаем только на рынке металлопроката России более 5 лет.Наше предприятие является крупнейшим поставщиком металла во все регионы Российской Федерации (Москва).И нам приятно осознавать то что у нас есть клиенты из других регионов!""(с) http://www.../newsru_volga/.... /node%2F167906&",1
98226,"При ней стала сходить на ""Бобика"" и, конечно же - не пожалела. В общем-то это было очень хорошо... 

 С помощью этого приложения можно быстро скачать музыку с торрентов без регистрации или смс в хорошем качестве hd 720 бесплатно.Скачать файл mp3 (m4),mp2 3200 Mb!!Включите данный плеер для воспроизведения музыки через USB 2 входа при помощи данной кнопки внизу экрана вашего ПК либо просто перейдите по ссылке ниже : http://torrentsandrakova1a/forum/.Если у вас возникли вопросы о работе",1
98227,"Я сказал -- путь, который не может быть свободен.
И в самом деле: я знаю дорогу... Но она мне кажется такой узкой и короткой! И что же тогда делать? Как идти к ней?.. А ведь дорога ведет нас куда-то совсем далеко!..",1
98228,"-- О, нет-нет! Это же не я... 

Он поднял глаза и увидел в них ужас. В глубине их он прочел: ""Не надо!"" Потом его лицо озарила улыбка - как будто на него сниз",1
98229,"КПРФ введет испытательный срок для будущих членов партии. Как пишет ""РБК Daily"", соответствующие поправки собираются внести на съезде партии, который состоится в феврале. ""В КПСС был стаж один год, в течение которого проверялись люди. На каком-то этапе этот стаж убрали, а сейчас снова возникают ситуации, когда его нужно вернуть"", - заявил изданию глава юридической службы КПРФ, депутат Госдумы Вадим Соловьев. По его словам, испытательный срок нужен, так как в некоторых регионах власти ""пытаются взять под контроль партийные организации"" и внедряют в них своих людей. Как пояснил депутат, в течение года желающий вступить в КПРФ будет помогать партии на правах сторонника, а только потом его примут в партию. Сейчас, как говорится в уставе партии, в членом КПРФ ""может быть дееспособный гражданин Российской Федерации, достигший 18 лет, признающий и выполняющий программу и устав КПРФ, состоящий на учете и участвующий в работе одного из первичных партийных отделений, регулярно уплачивающий членские взносы"". Никакого испытательного срока не предусмотрено. В КПСС же можно было вступить только после года испытательного срока. ""Вступающие в партию проходят кандидатский стаж, необходимый для того, чтобы глубже ознакомиться с Программой и Уставом КПСС и подготовиться к вступлению в члены партии, - говорилось в уставе партии. - По истечении кандидатского стажа первичная партийная организация рассматривает и решает вопрос о приеме кандидата в члены партии. Если за время прохождения кандидатского стажа кандидат не проявил себя и по своим личным качествам не может быть принят в члены КПСС, то партийная организация выносит решение об отказе ему в приеме в члены партии"". Институт сторонников партии, которые впоследствии могут стать членами партии, действует в ""Единой России"". Для того, чтобы стать членом ""ЕР"", имеющей большинство в российском парламенте, согласно уставу, нужно полгода быть сторонником. В некоторых случаях ""Единая Россия"" обходила этот пункт. Например, исключение было сделано для премьер-министра Дмитрия Медведева, который вступил в партию в мае 2012 года. Впрочем, в руководстве партии заявили, что Медведев давно был сторонником партии, так как он возглавлял список ""ЕР""на думских выборах 2011 года.",0
98230,"В них просто отсутствует необходимое чувство меры, и они могут привести к серьезным осложнениям.
Признаки заболевания проявляются в следующем: при нажатии на глазные яблоки боль становится нестерпимой; если не остановить процесс воспаления или своевременно",1
98231,"Первоначально основная работа была выполнена в качестве модели для изготовления и сборки самолетов-носителей.  В процессе работы на заводе были проведены следующие испытания: 
 - испытание конструкции самолета; 2) испытание его двигателей, их агрегатов с целью повышения надежности при эксплуатации",1
98232,"В понедельник началось строительство новой школы. На стройке трудился весь поселок, а в субботу вечером на школьном празднике был концерт и танцы под музыку ""С чего начинается Родина"". А сегодня утром строители закончили монтаж металлоконструкций здания - это здание будет полностью готово к началу нового учебного года уже этой зимой!
Надеюсь у вас все хорошо :)",1
98233,"С нею Марина не могла расстаться. Она любила её и в то же время ненавидела…
— А ты, — спросила она вдруг мужа с такой нежностью во взгляде! Как это может быть? Он что-нибудь скрывает?! Но как только они остались одни на",1
98234,"Наличие такого сертификата дает право на получение скидок при заказе от 100 000 руб.
Продавцы-консультанты помогут с выбором, а менеджеры компании &ndash; оформят заказ и доставку товара",1
98235,"Одной из наиболее острых проблем, стоящих перед российской экономикой и обществом сегодня является проблема роста. В этой ситуации необходимо не просто повышать эффективность производства на каждом предприятии или даже во всей экономике в целом – но еще более совершенствовать систему управления предприятиями для обеспечения их конкурентоспособности с мировым уровнем развития экономики России по основным экономическим показателям:
1) повышение качества продукции; 2 ) увеличение объемов продаж за счет расширения номенклатуры производимой предприятием товаров (услуг); 3 ; 4. 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41",1
98236,"Воскресенье. Москва. Был на репетиции. Гофм[ан] играл великолепно 3-й концерт Рубинштейна. К часу приехал Блок, чтобы поехать кататься на лыжах. Не мог с ним поехать, т. к. болит у меня бок. Проводил его до Новинского бульвара. Вечером по болезни не пошел в концерт.",0
98237,В июле бывший гендиректор предприятия Александр Кирилин был приговорен к восьми с половиной годам колонии общего режима со штрафом в 800 тысяч рублей.,0
98238,"Уфимское моторостроительное производственное объединение"" (г. Уфа) 
 В 2015 году ООО ""Сургутмашстройпроект-Уралтракторное оборудование и материалы"", входящее в группу компаний УралМех, приняло участие во Всероссийском конкурсе инновационных разработок на тему: - разработка проекта по созданию нового оборудования для машиностроения;... Читать далее >>> > На заводе No2 г Уфе прошла церемония награждения победителей конкурса профессионального мастерства работников ОАО МТЗ – Приволжского федерального округа за достижения при разработке новых видов техники производства Республики Башкортостан. [...] [Читать полностью] http://www1technews...✂ || 1/0308284?mod=view&idx_noindex%5A6257#new
 С помощью сервиса Яндекс Метрика можно найти все что угодно о недвижимости от новостройки до дома! • Поиск объектов через поисковые системы · Просмотр объявлений онлайн — это возможность быстро находить недвижимость любого уровня сложности из множества доступных ресурсов! ** Для поиска необходимо использовать сервис Google Analytics : Вы можете искать только те объекты с описанием или фотографиями, которые вам приглянулись ; Подробнее об этом сервисе вы сможете узнать здесь... → Далее..>> Добавить объявление бесплатно Можно добавить бесплатное Объявление прямо сейчас!!! << Регистрация пользователя доступна лишь ему одному!!! / Задайте вопрос администрации сайта Разместите свое предложение тут же под Вашим текстом Внимание!! ♦ Регистрируйтесь каждый раз у нас теперь есть кнопка 'Добавить новость'☝ И не забудьте оставить свой комментарий Отменить ответ Если хотите получать уведомления обо всех новостях нашего ресурса Введите Email адрес который указан выше Вам нужно указать ваш город чтобы продолжить регистрацию Зарегистрироваться если нет своего города нажмите сюда +380 44 512 755 856 959 067 6019@yandex ru Пожалуйста зарегистрируйтесь перед тем как войти либо авторизуйтесь используя свою учетную запись Мой мир Ваш профиль Я хочу зарегистрироваться я даю согласие НА получение уведомлений Администрация оставляет свои отзывы без регистрации Как заполнить форму добавления объявления?[b][i",1
98239,"""Как я рада, что у тебя есть такие родители!  Они очень заботливые и добрые. 
 - Да уж...Я тоже рад за вас с мужем.- Ответил ей муж- Но вы же знаете -- мы не",1
98240,"По итогам саммита в Уфе лидеры стран БРИКС договорились о расширении взаиморасчетов в национальных валютах, передаетnРИА «Новости»n.n«Мы подтверждаем наличие потенциала для расширения практики взаиморасчетов в национальных валютах между странами БРИКС. Мы просим соответствующие государственные органы стран БРИКС продолжить обсуждение возможности более широкого использования национальных валют во взаимной торговле», — говорится в принятом документе.nРанееnсообщалось, что президент России Владимир Путин на встрече с лидером Бразилии Дилмой Русеф заявил о необходимости изучить возможность использования национальных валют в двусторонних торговых расчетах.",0
98241,"В 1566 году Лорк сопровождал императора во время военной кампании в Венгрии, что позволило граверу стать свидетелем смерти султана Сулеймана Великолепного во время Сигетварской битвы. В декабре того же года император Максимилиан написал довольно необычное письмо своему кузену, королю Фредерику II, прося его, чтобы тот хорошо принял Мельхиора Лорка, так как тот приехал в Данию по делам наследства своего брата Каспара, убитого на Северной семилетней войне. В письме он также требовал вернуть Лорка на императорскую службу, тем самым предполагая, что кузен может задержать художника у себя.",0
98242,"Это диапазон армейских и флотско-морской авиации, которая в настоящее время находится на вооружении. Но это не значит что все остальные самолеты должны были быть уничтожены"". 
 ""ВВС России имеют достаточно самолетов для решения задач противовоз",1
98243,"Частично нивелировать негативные тенденции предполагается за счет Плана мероприятий по реализации Концепции демографической политики Российской Федерации на период до 2025 года и Указа Президента Российской Федерации от 7 мая 2012 г. N 606 «О мерах по реализации демографической политики Российской Федерации», направленных на повышение рождаемости, снижение смертности от предотвратимых причин, снижение смертности за счет улучшения условий и охраны труда, снижение материнской и младенческой смертности, улучшение репродуктивного здоровья, формирование мотивации к здоровому образу жизни, стимулирование к занятиям физкультурой и спортом и регулирование миграции.",0
98244,"Пандемия коронавируса внесла свои коррективы в нашу жизнь. В первую очередь это коснулось сферы образования и здравоохранения: многие школы были закрыты на карантин или перешли к дистанционному обучению, а некоторые вообще прекратили работу из-за ограничений со стороны властей...
15 мая — Всемирный день танца (World Dance Day), отмечаемый во всем мире 15 апреля по решению ЮНЕСКО отмечается как День Танца - Международного движения за мир между народами с целью сохранения мира через музыку.....",1
98245,"Руководить реконструкцией Большого театра с 4 февраля будет Алексей Супрунов. Он будет руководить ""Дирекцией по строительству, реконструкции и реставрации"", которая является заказчиком работ, сообщает РИА Новости со ссылкой на пресс-секретаря министерства культуры Наталью Уварову. По ее словам, приказ о назначении Супрунова уже подписан руководителем ведомства Александром Авдеевым. Прежний руководитель реставрационных работ Яков Саркисов ушел 2 февраля в отставку по собственному желанию. Авдеев поблагодарил его за работу и отметил достигнутые успехи, в частности, завершение реставрации Хорового зала в основном здании театра. Алексей Супрунов до назначения его руководителем заказчика реставрационных работ занимал должность гендиректора ООО ""Интэкс"", которая является управляющей компанией фирмы ""СУИПроект"", осуществляющей строительные работы в Большом театре в качестве генподрядчика. Ранее Супрунов обещал сократить сроки реставрации на полгода, если ""Интэксу"" передадут управление всем проектом в полном объеме. В настоящее время проектированием занимается ЗАО ""Курортпроект"", а установкой сценического оборудования -  немецкая фирма Bosch Rexrot. О передачи функций единого генподрядчика компании ""СУИПроект"" пока не сообщается. Большой театр был закрыт на реконструкцию в июле 2005 года. Объем реставрационных работ оценивается в 15 миллиардов рублей. Первоначально реконструкцию планировалось завершить к 2008 году, однако затем сроки были отодвинуты на 2011 год. Куратором проекта является мэр Москвы Юрий Лужков.",0
98246,"Генерал Э. Людендорф в своей «Истории Второй мировой войны», написанной им на основе мемуаров его сослуживца, генерала пехоты Гепнера фон Браухича (1898-1977 гг.), также писал о том же:
«В течение всей кампании немцы не знали усталости… Они были настолько уверены и воодушевлены успехами своих войск против русских армий под Сталинградом – что их нельзя было упрекнуть ни во лжи относительно своего положения до начала Сталинградского сражения…» 
  
 А вот слова из книги американского историка Роберта Фишера («Утраченная Германия» - США):[1] …Немецкая армия",1
98247,"Президент Ирана Махмуд Ахмадинеджад заявил, что Иран может в любой момент пересмотреть свою позицию по отношению к США.
«Если мы захотим изменить нашу политику и наши отношения с Соединенными Штатами — если это будет необходимо», - цитирует РИА Новости заявление министра иностранных дел России Сергея Лаврова после переговоров со своим иранским коллегой Мохаммадом Джавахишвили на полях Генассамблеи ООН. По его словам, «это зависит от того как сложатся переговоры между нами».",1
98248,"В рамках осуществления основного мероприятия 2.3 ""Предоставление мер государственной поддержки на осуществление капитального ремонта общего имущества в многоквартирных домах, являющихся объектами культурного наследия"" (далее - основное мероприятие 2.3), направленного на сохранение объектов культурного наследия, являющихся многоквартирными жилыми домами, предусматривается предоставление субсидий на осуществление капитального ремонта общего имущества в многоквартирных домах, являющихся объектами культурного наследия, товариществам собственников жилья, жилищным, жилищно-строительным кооперативам или иным специализированным потребительским кооперативам, созданным в соответствии с Жилищным кодексом Российской Федерации, управляющим организациям.",0
98249,"Ахматовой, 17 апреля 1924 года, Петроград Ты со мной и во всем, как та же Ноченька; ты, как то, что делается днем -- светом, а ночью -- темнотою.",0
98250,"Мама и Лидия Иосифовна, которая учительница музыки, знакомы с детства: наша бабушка шила тогда для мамы Лидии Иосифовны на заказ.",0
98251,"Цель подпрограммы - повышение эффективности использования средств федерального бюджета, направляемых на реализацию государственной программы Российской Федерации ""Обеспечение общественного порядка и противодействие преступности"", путем формирования в субъектах РФ единых подходов при формировании перечня государственных услуг (работ), предоставляемой органами местного самоуправления.
Подпрограмма 2 направлена: 1)на формирование нормативной правовой базы обеспечения деятельности подразделений по обеспечению правопорядка; 3 4). На совершенствование системы межведомственного взаимодействия органов исполнительной власти субъектов России с территориальными правоохранительными учреждениями для реализации возложенных функций за счет создания единой информационной",1
98252,"Каждый сайт оценивался по ряду критериев, среди которых наличие информации об инвестиционных проектах на территории региона, мерах государственной поддержки инвестиционной деятельности, приоритетах политики администрации субъекта РФ, наличие вспомогательной информации о регионе и возможности ""обратной связи"".",0
98253,"Дерево высотой 50 (60) метров, со стволом до 1,5—2 метров в диаметре. Крона узкая, конусовидная, низко опущенная. Ветростойка. В молодом возрасте верхушка кроны острая, в старом — притуплённая. За исключением первых 8—10 лет быстрорастущая пихта. Корневая система поверхностная, дающая уходящие глубоко вниз ответвления. Стержневой корень развит слабо, углублён до 1,5 (2) метра.",0
98254,"Полузащитник Лестера Хавьер Бардем после победы над «Эвертоном» (2:0) в матче пятого тура группового этапа Лиги чемпионов заявил, что его команда заслуженно выиграла у своего оппонента. Врезка #249013
В среду утром на выезде во втором по силе дивизионе Англии произошла сенсация - лондонский ПСЖ разгромил дортмундскую Боруссию со счетом 4-1! Голы забили Криштиану Роналду и Эдинсон Кавани… Полузащитники хозяев поля вышли вперед уже к середине первого тайма благодаря точному удару Фернандо Торреса с линии штрафной площади соперника.. После перерыва хозяева сумели сократить отставание до минимума усилиями Коке Дрогба, а затем вновь создали голевой момент для выхода один из ключевых игроков матча Лионеля Месси. На этот раз он воспользовался ошибкой защитника своей команды Жозе Моуринью при выходе через боковой арбитр встречи Неймара … Но не успел форвард открыть счет своим действиям как мяч отскочил мимо форварда сборной Франции! А вот нападающий мюнхенской Баварии Марио Гетце забил первый быстрый угловой за последние несколько лет!! И снова это сделал именно тот игрок который мог забить любой другой футболист этого клуба!!! Второй тайм начался очень хорошо : 1/4 финала турнира между двумя сильнейшими клубами мира проходит без сюрпризов   Голкипер гостей Франк Рибери оформил дубль!!! 2 гола были забиты под конец поединка!!!! Забил же еще дважды полузащитник каталонской Ланы Давидович ))) Ну кто бы сомневался ))). Матч закончился вничью 0:-5... У победителей  ничья + одно очко (+10), проигравших -- три очка    Таким образом МЮ одержал первую победу подряд     Серия пенальти завершилась победой ЦСКА 5(8)-6         
                 С другими новостями футбола можно ознакомиться здесь https://wwwtopspbgameonlinexpositivefootballslotclubvolleyportallengelegendesenneeuverde_moorschildrenworld2014__2018#СборнаяРоссииПЛ piccollectionhockey&amp;util=http%7A\ttorrcdnavigation@mailto00imusalernia &gt;&lt;, http//youtube = vkontakte ru video | watch?aItalianTVREPORTNOTEDSENCEMYMASKINGFRAUERFAQBLITIANSWIFICHARDSCHIPLEBORUSSELECTIONALISTSAN ITALS AUS TIMES FLAMP POSCO DIVIDUM OVIGATURA LACURETZ CIRCADA SIL MEDEA",1
98255,"Когда гость уже сильно запьянел, пожилой кирсановец стал выпроваживать его, но он уходить не собирался.",0
98256,"Корпорация Intel представила финансовый отчет за первый квартал 2010 года. Как сообщается в официальном пресс-релизе, этот квартал стал рекордным за всю историю Intel: выручка компании составила 10,3 миллиарда долларов США. Компания получила чистую прибыль в размере 2,4 миллиарда долларов, что на 288 процентов выше, чем в первом квартале 2009 года. Операционная прибыль составила 3,4 милиарда, что выше показателей 2009 года в 5,3 раза. Причиной столь успешного квартала Intel называет повышенный спрос на мобильные решения. Представители компании подчеркнули, что ее продукция пользовалась повышенным спросом по всему миру. Объем продаж решений на базе микроархитектуры Atom составил 355 миллионов долларов. Отметим, что 13 апреля компания также анонсировала новое решение под кодовым именем ""Tunnel Creek"" на базе процессоров Atom. Это решение представляет собой ""систему на чипе"" (SoC) для IP-телефонов, автомобильных систем мультимедиа и принтеров. По сравнению с четвертым кварталом 2009 года продажи Intel немного снизились. Компания объяснила это сезонными факторами и повышенным спросом на свою продукцию накануне новогодних и рождественских праздников. Отметим, что первый и второй кварталы 2009 года стали одними из худших в целом по отрасли. Именно на этот период пришлось наименьшее количество заказов ввиду нестабильного финансового положения многих OEM-производителей.",0
98257,"Считаю несправедливым, если бы в результате этого я не был осужден за это. 
 -- А ты что думаешь по этому поводу Ты хочешь сказать: ""Я считаю справедливыми""",1
98258,"Еще более удивился я, увидев на столе бутылку с водой.
— Это же вода из-под крана! Как она сюда попала? Я думал… Вы пили воду у себя дома?!.. — Он сделал несколько глотков воды и поставил стакан обратно в холодильник",1
98259,"Рэпер Гной, а в качестве бонуса — еще одна книга о Джеймсе Бонде.
	И вот тут-то мне и пришла на ум идея написать",1
98260,"Другие инфекции могут быть вызваны не только вирусами и бактериями, но даже простейшими грибами. Поэтому для того чтобы избежать развития инфекционных заболеваний нужно регулярно проводить влажную уборку с использованием специальных антибактериальных средств или использовать средства от грибка ногтей.
Как известно из курса химии мы все знаем что в воздухе содержится много разных веществ (в том числе пыль), а так же различные химические соединения которые способны вызвать заболевания у нас на теле: это может привести к различным аллергическим реакциям, кожным высыпаниям различного происхождения(например дерматит ), ожогам разной степени тяжести..",1
98261,"Об утверждении муниципальной программы Егорьевского городского округа на 2015-2018 годы ""Развитие культуры и искусства"" 
 Постановление Главы города от 29.122015 года No 339/151 о внесении изменений в постановление Администрации муниципального образования город Елец Московской области об установлении границ территории, ограниченной улицами Советской Армии (ул.) – ул., 1 Мая - пл.""Победа"", а также с учетом изменения вида разрешенного использования земельного участка по адресу: гпгт Ершовский; пн.-чв.: 10 час.; сб,- вскр.– 9 ч",1
98262,"В глубине души она догадывалась, что никакая прокуратура его и не ищет, но боялась признаться себе в этом и решила исчерпать все возможности до конца.",0
98263,"Благодарно, потому что в ""правилах игры"", принятых сценаристами и режиссерами, нет снисходительной ""поправки на детскость"".",0
98264,"Родилась в Ричмонде в штате Виргиния, а после смерти отца воспитывалась матерью, сначала в Норфолке, а затем в Балтиморе. В детстве она также посещала местные школы-интернаты. Олив Борден приходилась дальней родственницей Лиззи Борден, известной благодаря знаменитому делу об убийстве её отца и мачехи, в котором её обвиняли. Будучи подростком, она мечтала связать свою судьбу с шоу-бизнесом, и уговорила мать переехать в Голливуд. Там они открыли кондитерскую, чтобы иметь возможность прокормить себя. Помимо этого Борден работала телефонным оператором.",0
98265,"Сегодня двенадцать страниц, дочитать надо! — сказал он.
Он взял книгу и положил ее на место — так что я не видел его глаз: они смотрели прямо в глаза девушки; она улыбнулась мне через стол как раз тогда когда мы уже были готовы уйти из ресторана… Я был поражен этой улыбкой во время всего разговора о том вечере у меня дома с ней (я все никак это забыть хотел) но потом вспомнил эту улыбку после нашего поцелуя перед тем самым рестораном где была девушка которую звали Марией Кантрелл а имя которой было Мария Ханна Гольдштейн[10 - В английском языке есть слово «hunting» («хищник»). Оно означает охоту за дичью.].. Это же самое чувство испытывал к Марии человек по имени Джон Смит.[11] Так почему нет? Ведь если бы этот парень оказался девушкой то ему пришлось б бежать от нее со всех ног или даже умереть под копытами лошадей!.. Но этого Джона Смита убили при попытке ограбления банка ночью 17 октября 1888 года вместе еще несколькими людьми которые тоже пытались ограбить банк…. А ведь именно эти люди спасли Марию Ханну потому-то эта история кажется столь невероятной для современного человека!!! Да просто невозможно поверить чтоб такая молодая особа могла совершить убийство двух молодых людей только ради того чтобы спасти свою жизнь!! И вот теперь спустя почти сорок лет та самая таинственная женщина которая спасла жизни двум молодым людям снова оказалась здесь!!!! Как такое может быть??? Неужели возможно???????! Нет конечно нельзя такого представить себе иначе чем чудом!!! Или чудо случилось? Может оно произошло сегодня вечером возле моего подъезда!? Тогда получается моя встреча должна произойти ровно двадцать пять минут назад! Значит лиэто значит,что завтрашний вечер будет таким каким должен состояться?… Что ж пора начинать готовиться …………………",1
98266,"Испанский суд выдал международный ордер на арест экс-главы &quot;Роснефти&nbsp;&mdash;, обвиняемого в хищении 1,3 миллиарда долларов у государства.
По словам представителя прокуратуры РФ Александра Хинштейна (он же глава комитета по бюджету и налогам Мосгордумы от фракции ЛДПР), это дело может быть связано с попытками государственного переворота во властных структурах страны через подконтрольные структуры или со строительством новых объектов инфраструктуры для экспорта нефти из Венесуэлы за рубеж - как раз речь идет об этом деле: 
    «Дело касается не только строительства нефтепроводов вдоль границы Украины к границе России», а также создания системы контроля над экспортом сырой нефтью между Украиной при посредничестве российского холдинга Petrochengine AG под названием Enron Holdings Limited [ООО “Роснефть”], который занимается добычей углеводородных ресурсов Донбасса». В настоящее время Украина является крупнейшим поставщиком российской энергосистемы почти всем странам мира — включая США, Великобританию. По данным Росстата Россия входит сейчас лишь немногим более чем десятым пунктом рейтинга стран Евросоюза*. *******В 2014 г., когда президент Петр Порошенко заявил о намерении провести референдум против вступления его партии власти («Народного фронта»), он назвал ее партией войны*(сокращенно СПС). Тогда лидер СДПУ Сергей Миронов сказал следующее : ""Мы будем проводить выборы до тех пор пока будет возможность проведения референдума"". Он добавил что этот шаг должен стать сигналом президенту Путину начать переговоры относительно введения экономических санкций после того чтобы прекратить поток российских товаров контрабандой Украине...***********Напомним ранее сообщалось уже много лет назад про попытки украинских властей ввести санкции ЕС/ЕПЧ перед выборами президента Франции 2012 года.. И вот теперь эта информация появилась впервые! Это заявление было сделано еще летом прошлого месяца! Так называемый Европейский центробанк ввел экономические ограничения Евросоюзу вследствии решения украинского парламента принять закон №14813417219616725529181512945261/. А именно запрет ввоза украинской продукции иностранным инвесторам без согласия правительства этой территории сроком",1
